Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotFrontage_null,MasVnrArea_null,GarageYrBlt_null
134,20,RL,4.23410650459726,8.832441791585824,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,8.0,7.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,136.0,Gd,TA,PConc,Ex,TA,No,GLQ,1005.0,Unf,0.0,262.0,1267.0,GasA,Ex,Y,SBrkr,7.16703787691222,0.0,0,7.16703787691222,1,0,2,0,2,1,Gd,6,Typ,0,Missing,Attchd,8.0,Fin,2,471.0,TA,TA,Y,192.0,25.0,0.0,0,0.0,0,Missing,0,6,2009,WD,Normal,12.301382825334498,1,0,0
135,20,RL,4.356708826689592,9.24329147211587,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,38.0,13.0,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,570.0,Unf,0.0,891.0,1461.0,GasA,Gd,Y,SBrkr,7.450660796211539,0.0,0,7.450660796211539,0,0,2,1,3,1,TA,7,Min1,1,TA,Attchd,38.0,RFn,2,440.0,TA,TA,Y,0.0,96.0,180.0,0,0.0,0,MnPrv,0,7,2006,WD,Normal,12.100712129872347,0,0,0
136,20,RL,4.382026634673881,9.249561085129464,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,38.0,38.0,Hip,CompShg,Plywood,Plywood,BrkFace,288.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,1304.0,1304.0,GasA,Gd,Y,SBrkr,7.427738840532894,0.0,0,7.427738840532894,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,38.0,Unf,2,530.0,TA,TA,Y,98.0,0.0,0.0,0,0.0,0,MnPrv,0,5,2008,WD,Normal,12.066810578196666,0,0,0
137,20,RL,4.23410650459726,9.245224773829685,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,40.0,40.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,196.0,TA,TA,CBlock,TA,TA,No,BLQ,695.0,Unf,0.0,519.0,1214.0,GasA,TA,Y,SBrkr,7.101675971619444,0.0,0,7.101675971619444,0,0,2,0,3,1,TA,5,Typ,1,Fa,Attchd,40.0,RFn,1,318.0,TA,TA,Y,0.0,111.0,0.0,0,0.0,0,Missing,0,7,2007,WD,Normal,11.870599909242044,1,0,0
138,90,RL,4.406719247264253,9.311994025702683,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,7,5,18.0,17.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,70.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,477.5,1907.0,GasA,Gd,Y,SBrkr,7.580189417944541,0.0,0,7.580189417944541,0,0,3,0,5,2,TA,9,Typ,0,Missing,Rare,17.0,Unf,3,766.0,TA,TA,Y,0.0,0.0,0.0,0,0.0,0,Missing,0,7,2006,WD,Family,12.049418835484797,0,0,0
139,60,RL,4.290459441148391,9.112286431500795,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,9.0,8.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,320.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,668.0,Unf,0.0,336.0,1004.0,GasA,Ex,Y,SBrkr,6.911747300251674,848.0,0,7.524021415206125,0,0,2,1,3,1,Gd,7,Typ,2,TA,Attchd,9.0,Fin,3,660.0,TA,TA,Y,224.0,106.0,0.0,0,0.0,0,GdPrv,0,12,2008,WD,Normal,12.345834587905333,0,0,0
140,60,RL,4.174387269895637,9.643809676493944,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,12.0,12.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,821.0,Unf,0.0,107.0,928.0,GasA,Ex,Y,SBrkr,6.833031732786201,836.0,0,7.475339236566737,1,0,2,1,3,1,Gd,7,Typ,0,Missing,Attchd,12.0,RFn,2,470.0,TA,TA,Y,276.0,99.0,0.0,0,0.0,0,MnPrv,0,8,2009,WD,Normal,12.352335152508426,0,0,0
141,20,RL,4.248495242049359,9.259130536145614,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,39.0,39.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,432.0,Unf,0.0,432.0,864.0,GasA,TA,Y,SBrkr,6.761572768804055,0.0,0,6.761572768804055,0,0,1,0,3,1,TA,5,Typ,1,Po,Missing,30.0,Missing,0,0.0,Missing,Missing,Y,0.0,0.0,0.0,0,0.0,0,Missing,0,4,2010,Rare,Normal,11.652687407345388,0,0,1
142,20,RL,4.356708826689592,9.36263218231844,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1.0,1.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1300.0,Unf,0.0,434.0,1734.0,GasA,Ex,Y,SBrkr,7.458186157340487,0.0,0,7.458186157340487,1,0,2,0,3,1,Gd,7,Typ,0,Missing,Attchd,1.0,Fin,2,660.0,TA,TA,Y,160.0,24.0,0.0,0,0.0,0,Missing,0,1,2006,WD,Normal,12.468436909997665,0,0,0
143,50,RL,4.2626798770413155,9.050171619823361,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,4,58.0,58.0,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,TA,No,Rec,507.0,Unf,0.0,403.0,910.0,GasA,Fa,Y,SBrkr,6.813444599510896,475.0,0,7.233455418621439,0,0,2,0,4,1,TA,6,Typ,0,Missing,Detchd,10.0,Unf,2,720.0,TA,TA,Y,0.0,0.0,0.0,0,0.0,0,MnPrv,0,6,2010,WD,Normal,12.01974306733868,0,0,0
144,20,RL,4.356708826689592,9.24329147211587,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,10.0,10.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,679.0,Unf,0.0,811.0,1490.0,GasA,Ex,Y,SBrkr,7.313886831633462,0.0,0,7.313886831633462,1,0,2,0,3,1,Gd,6,Typ,0,Missing,Attchd,10.0,RFn,2,577.0,TA,TA,Y,144.0,29.0,0.0,0,0.0,0,Missing,0,6,2009,WD,Normal,12.225875272826354,0,0,0
145,90,RM,4.248495242049359,9.116029692504942,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Rare,Norm,Duplex,1Story,5,5,43.0,43.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,TA,TA,CBlock,TA,TA,No,Rec,1332.0,Unf,0.0,396.0,1728.0,GasA,TA,Y,SBrkr,7.454719949364001,0.0,0,7.454719949364001,1,0,2,0,6,2,TA,10,Typ,0,Missing,Detchd,43.0,Unf,2,504.0,TA,TA,Y,0.0,0.0,0.0,0,0.0,0,Missing,0,11,2006,Rare,Abnorml,11.736069016284437,0,0,0
146,160,RM,4.23410650459726,7.8328075165248645,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,6,5,2.0,0.0,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,970.0,970.0,GasA,Ex,Y,SBrkr,6.877296071497429,739.0,0,7.443663683115591,0,0,2,0,3,1,Gd,7,Rare,0,Missing,Detchd,2.0,Unf,2,380.0,TA,TA,Y,0.0,40.0,0.0,0,0.0,0,Missing,0,4,2006,WD,Normal,11.77528972943772,0,0,0
147,30,RM,3.9318256327243257,8.719317375506371,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,78.0,16.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,209.0,Unf,0.0,506.0,715.0,GasA,TA,Y,FuseA,6.774223886357614,0.0,0,6.774223886357614,1,0,1,0,2,1,TA,5,Typ,0,Missing,Detchd,78.0,Unf,1,180.0,Fa,TA,Y,48.0,0.0,0.0,0,0.0,0,Missing,0,11,2009,WD,Normal,11.56171562913966,0,0,0
148,60,RL,4.23410650459726,9.15957325492253,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,9.0,9.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,180.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,884.0,884.0,GasA,Ex,Y,SBrkr,6.784457062637643,1151.0,0,7.618251097876695,0,0,2,1,3,1,Gd,8,Typ,1,Gd,BuiltIn,9.0,Fin,2,434.0,TA,TA,Y,144.0,48.0,0.0,0,0.0,0,Missing,0,5,2010,WD,Normal,12.312682380588432,1,0,0
149,20,RL,4.143134726391533,8.922658299524402,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,4.0,3.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,TA,TA,PConc,Gd,TA,No,GLQ,680.0,Unf,0.0,400.0,1080.0,GasA,Ex,Y,SBrkr,6.984716320118266,0.0,0,6.984716320118266,1,0,1,0,3,1,Gd,6,Typ,0,Missing,Missing,28.0,Missing,0,0.0,Missing,Missing,Y,0.0,0.0,0.0,0,0.0,0,Missing,0,4,2008,WD,Normal,11.856515169360305,0,0,1
150,50,RM,4.23410650459726,8.738735461363474,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,70.0,56.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,896.0,896.0,GasA,Gd,Y,FuseA,6.79794041297493,448.0,0,7.203405521083095,0,0,1,0,3,1,TA,7,Typ,0,Missing,Detchd,70.0,Unf,1,240.0,Fa,TA,Y,200.0,114.0,0.0,0,0.0,0,Missing,0,4,2006,WD,Normal,11.652687407345388,1,0,0
151,20,RL,4.787491742782046,9.245321340871428,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,32.0,32.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,716.0,Unf,0.0,253.0,969.0,GasA,TA,Y,SBrkr,6.876264611890766,0.0,0,6.876264611890766,0,0,1,1,3,1,TA,5,Typ,0,Missing,Attchd,32.0,Unf,2,440.0,TA,TA,Y,0.0,0.0,0.0,0,0.0,0,MnPrv,0,1,2007,WD,Normal,11.711776323715394,0,0,0
152,20,RL,4.672828834461906,9.53899642739739,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,1.0,0.0,Hip,CompShg,VinylSd,VinylSd,Stone,436.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1400.0,Unf,0.0,310.0,1710.0,GasA,Ex,Y,SBrkr,7.444248649496705,0.0,0,7.444248649496705,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,1.0,RFn,3,866.0,TA,TA,Y,0.0,102.0,0.0,0,0.0,0,Missing,0,1,2008,New,Partial,12.827729194939907,0,0,0
153,60,RL,4.23410650459726,9.602585141913492,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,35.0,35.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,252.0,TA,TA,CBlock,TA,TA,No,Rec,416.0,Unf,0.0,409.0,825.0,GasA,Gd,Y,SBrkr,7.00033446027523,896.0,0,7.597396320212795,0,0,2,1,4,1,TA,8,Typ,1,Gd,Attchd,35.0,RFn,2,495.0,TA,TA,Y,0.0,66.0,0.0,0,0.0,0,GdWo,0,6,2006,WD,Normal,12.154779351142624,1,0,0
154,20,RL,4.23410650459726,9.51044496442652,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,7,48.0,33.0,Rare,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,BLQ,429.0,ALQ,0.0,93.0,1602.0,GasA,Gd,Y,SBrkr,7.132497551660044,0.0,0,7.132497551660044,1,0,1,0,1,1,TA,4,Typ,1,Gd,Attchd,48.0,RFn,2,564.0,TA,TA,Y,409.0,0.0,0.0,0,0.0,0,Missing,0,3,2008,WD,Normal,12.367340793126296,1,0,0
155,30,RM,4.430816798843313,9.336091577281744,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,5,83.0,56.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1200.0,1200.0,GasA,TA,Y,FuseA,7.090076835776092,0.0,0,7.090076835776092,0,0,1,0,4,1,TA,7,Typ,0,Missing,Detchd,83.0,Unf,1,312.0,Fa,Fa,Y,0.0,0.0,0.0,0,0.0,0,Missing,0,3,2006,WD,Family,11.736069016284437,0,0,0
156,50,RL,4.0943445622221,9.169518377455928,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,6,5,84.0,58.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,572.0,572.0,Rare,Fa,N,FuseF,6.349138991379798,524.0,0,6.999422467507961,0,0,1,0,2,1,TA,5,Typ,0,Missing,Missing,28.0,Missing,0,0.0,Missing,Missing,N,0.0,8.0,128.0,0,0.0,0,Missing,0,4,2008,WD,Normal,11.27720313144916,0,0,1
157,20,RL,4.0943445622221,8.881836305004146,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,56.0,56.0,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Missing,Missing,Missing,Missing,0.0,Missing,0.0,0.0,0.0,GasA,TA,Y,FuseF,6.946975992135418,0.0,0,6.946975992135418,0,0,1,0,2,1,TA,5,Typ,0,Missing,Detchd,56.0,Unf,2,625.0,TA,TA,Y,0.0,0.0,0.0,0,0.0,0,Missing,0,6,2006,WD,Normal,11.603679828238693,0,0,0
158,60,RL,4.5217885770490405,9.392911897525345,Pave,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,1.0,0.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,84.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,774.0,774.0,GasA,Ex,Y,SBrkr,6.651571873589727,1194.0,0,7.584773077612199,0,0,2,1,4,1,Ex,8,Typ,1,Gd,BuiltIn,1.0,Fin,3,680.0,TA,TA,Y,0.0,75.0,0.0,0,0.0,0,Missing,0,5,2010,New,Partial,12.504323669331189,0,0,0
159,60,FV,4.605170185988092,9.437635294412868,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,6.0,5.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,222.0,Unf,0.0,769.0,991.0,GasA,Ex,Y,SBrkr,6.898714534329988,956.0,0,7.5740450053721995,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,6.0,RFn,2,678.0,TA,TA,Y,0.0,136.0,0.0,0,0.0,0,GdWo,0,5,2010,WD,Normal,12.448626590364206,0,0,0
160,60,RL,4.897839799950911,9.87189368094495,Pave,IR1,HLS,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1.0,0.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,57.0,Unf,0.0,1335.0,1392.0,GasA,Ex,Y,SBrkr,7.238496840894365,1070.0,0,7.808729306744399,1,0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,0.0,RFn,2,576.0,TA,TA,Y,239.0,132.0,0.0,168,0.0,0,Missing,0,3,2006,New,Partial,12.676076274775909,0,0,0
161,20,RL,4.23410650459726,9.316500567804573,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Rare,Norm,Norm,1Fam,1Story,6,6,24.0,24.0,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,Gd,TA,No,BLQ,660.0,Unf,0.0,572.0,1232.0,GasA,TA,Y,SBrkr,7.116394144093465,0.0,0,7.116394144093465,0,0,2,0,3,1,TA,6,Typ,0,Missing,Attchd,24.0,Unf,2,516.0,TA,TA,Y,0.0,0.0,0.0,0,0.0,0,Missing,0,6,2008,WD,Normal,11.998433280751929,1,0,0
162,60,RL,4.700480365792417,9.52427481557203,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,5.0,4.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1016.0,Unf,0.0,556.0,1572.0,GasA,Ex,Y,SBrkr,7.360103972989152,1096.0,0,7.889084407035514,1,0,2,1,3,1,Ex,10,Typ,2,Gd,BuiltIn,5.0,Fin,3,726.0,TA,TA,Y,400.0,0.0,0.0,0,0.0,0,Missing,0,3,2008,WD,Normal,12.929991484756872,0,0,0
163,20,RL,4.553876891600541,9.40771473139643,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,5.0,5.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,226.0,Gd,TA,PConc,Gd,TA,Mn,BLQ,1201.0,Unf,0.0,340.0,1541.0,GasA,Ex,Y,SBrkr,7.340186835320115,0.0,0,7.340186835320115,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,5.0,RFn,2,532.0,TA,TA,Y,0.0,70.0,0.0,0,0.0,0,Missing,0,5,2010,New,Partial,12.301382825334498,0,0,0
164,45,RL,4.007333185232471,8.612503371220562,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,Rare,4,6,51.0,51.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,882.0,882.0,GasA,Ex,Y,SBrkr,6.782192056006791,0.0,0,6.782192056006791,0,0,1,0,1,1,TA,4,Typ,0,Missing,Missing,27.0,Missing,0,0.0,Missing,Missing,Y,0.0,0.0,0.0,0,0.0,0,MnPrv,0,4,2007,WD,Normal,11.544424132029599,0,0,1
165,40,RM,3.6888794541139363,8.594154232552366,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,7,81.0,3.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,TA,Mn,LwQ,370.0,Unf,0.0,779.0,1149.0,GasA,Gd,Y,FuseA,7.046647277848756,467.0,0,7.38770923908104,0,0,2,0,3,1,Gd,5,Typ,0,Missing,Detchd,81.0,Unf,1,216.0,TA,TA,Y,0.0,0.0,183.0,0,0.0,0,Missing,0,10,2007,WD,Normal,11.931635799828413,0,0,0
166,190,RL,4.127134385045092,9.220884585851854,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,5,7,68.0,9.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,ALQ,351.0,Rec,181.0,112.0,644.0,GasA,Gd,Y,SBrkr,6.694562058521095,547.0,0,7.2115567333138015,1,0,2,0,4,2,TA,6,Typ,0,Missing,Missing,28.0,Missing,0,0.0,Missing,Missing,Y,140.0,0.0,0.0,0,0.0,0,Missing,0,9,2008,WD,Normal,11.755871643580617,0,0,1
167,20,RL,4.23410650459726,9.278746404640243,Pave,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,5,5,54.0,16.0,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,TA,TA,No,LwQ,379.0,BLQ,0.0,470.0,1617.0,GasA,Ex,Y,FuseA,7.532088143541722,0.0,0,7.532088143541722,1,0,1,0,2,1,TA,7,Typ,3,Gd,Attchd,54.0,Fin,1,303.0,TA,TA,Y,0.0,0.0,0.0,0,142.0,0,GdWo,0,11,2009,COD,Normal,12.154779351142624,1,0,0
168,60,RL,4.454347296253507,9.26501793326688,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,0.0,0.0,Gable,CompShg,VinylSd,VinylSd,Stone,300.0,Gd,TA,PConc,Ex,TA,No,GLQ,1288.0,Unf,0.0,294.0,1582.0,GasA,Ex,Y,SBrkr,7.383989457978509,551.0,0,7.6783263565068856,1,0,1,1,3,1,Ex,8,Typ,1,Gd,Attchd,0.0,Fin,3,789.0,TA,TA,Y,178.0,120.0,0.0,0,0.0,0,Missing,0,11,2007,New,Partial,12.693498620467778,0,0,0
169,60,RL,4.127134385045092,9.01724094201035,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,3.0,3.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,840.0,840.0,GasA,Ex,Y,SBrkr,6.733401891837359,880.0,0,7.450079569807499,0,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,3.0,Fin,2,440.0,TA,TA,Y,100.0,48.0,0.0,0,0.0,0,Missing,0,5,2007,WD,Normal,12.119969946476761,0,0,0
170,20,RL,4.23410650459726,9.721305985943088,Pave,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,6,25.0,25.0,Hip,Rare,Plywood,Plywood,BrkFace,0.0,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,1686.0,1686.0,GasA,TA,Y,SBrkr,7.442492722794441,0.0,0,7.442492722794441,0,0,2,1,2,1,TA,6,Typ,1,TA,Attchd,25.0,RFn,2,511.0,TA,TA,Y,0.0,64.0,0.0,0,0.0,0,Missing,0,1,2006,WD,Normal,12.337100907936577,1,0,0
171,50,RM,4.23410650459726,9.422058905620926,Pave,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,5,6,66.0,57.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,360.0,Unf,0.0,360.0,720.0,GasA,TA,Y,SBrkr,6.74993119378857,0.0,528,7.231287004327616,0,0,1,1,2,1,TA,7,Typ,0,Missing,Detchd,16.0,Unf,2,660.0,TA,TA,Y,237.0,0.0,0.0,0,0.0,0,Missing,0,5,2007,WD,Normal,11.763684183317412,1,0,0
172,20,RL,4.948759890378168,10.366277727263562,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,50.0,50.0,Hip,CompShg,BrkFace,Plywood,Stone,112.0,TA,TA,CBlock,TA,Gd,Gd,BLQ,639.0,Unf,0.0,441.0,1080.0,GasA,Fa,Y,SBrkr,7.412160334945205,0.0,0,7.412160334945205,1,0,1,0,3,1,TA,7,Typ,2,Gd,Attchd,50.0,Fin,2,528.0,TA,TA,P,210.0,62.0,0.0,0,0.0,0,Missing,0,5,2010,WD,Normal,12.2783933071098,0,0,0
173,160,RL,3.784189633918261,8.576593534697684,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,7,19.0,19.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,495.0,Rec,215.0,354.0,1064.0,GasA,Gd,Y,SBrkr,6.96979066990159,703.0,0,7.4770384723196965,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,19.0,RFn,2,504.0,Rare,TA,Y,441.0,35.0,0.0,0,0.0,0,Missing,0,6,2006,WD,Normal,12.384218830913648,0,0,0
174,20,RL,4.382026634673881,9.229848838364227,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,47.0,47.0,Gable,CompShg,WdShing,Wd Shng,BrkCmn,491.0,TA,TA,CBlock,TA,TA,No,ALQ,288.0,Rec,374.0,700.0,1362.0,GasA,TA,Y,SBrkr,7.216709486709457,0.0,0,7.216709486709457,1,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,47.0,Unf,2,504.0,TA,TA,Y,0.0,20.0,0.0,0,0.0,0,Missing,0,6,2008,COD,Normal,12.0015054797889,0,0,0
175,20,RL,3.8501476017100584,9.426741242423,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,22.0,22.0,Gable,CompShg,VinylSd,Plywood,Stone,132.0,TA,TA,CBlock,Gd,Fa,No,ALQ,1398.0,LwQ,208.0,0.0,1606.0,GasA,TA,Y,SBrkr,7.409136443920128,0.0,0,7.409136443920128,1,0,2,0,3,1,TA,7,Min2,1,TA,Attchd,22.0,Fin,2,616.0,TA,TA,Y,192.0,0.0,0.0,0,0.0,0,Missing,0,11,2008,WD,Normal,12.122691036591123,0,0,0
176,20,RL,4.430816798843313,9.442641861075158,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,57.0,6.0,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,Gd,Av,ALQ,477.0,Unf,0.0,725.0,1202.0,GasA,TA,Y,SBrkr,7.67693714581808,0.0,0,7.67693714581808,1,0,2,0,4,1,Gd,7,Typ,1,Gd,Attchd,57.0,Unf,2,576.0,TA,TA,Y,0.0,29.0,39.0,0,0.0,0,MnPrv,0,6,2007,WD,Normal,12.400816722322686,0,0,0
